0.102079, -0.101814, 29.3, 0.511729, -0.0679045, 2, 2, 700, 700, 700, 700
-0.526371, -0.0960361, 29.4, 0.527422, 0.0408029, 2, 2, 700, 700, 700, 700
0.34983, -0.0464815, 29.5, 0.530058, -0.0682089, 2, 2, 700, 700, 700, 700
-0.133774, -0.0347995, 29.6, 0.532824, 0.0760662, 2, 2, 700, 700, 700, 700
-0.350286, -0.0152128, 29.7, 0.517944, -0.0224133, 2, 2, 700, 700, 700, 700
0.430692, 0.0106349, 29.8, 0.524896, 0.0473591, 2, 2, 700, 700, 700, 700
-0.117713, 0.00817521, 29.9, 0.508431, -0.0170885, 2, 2, 700, 700, 700, 700
-0.125924, 0.0372833, 30, 0.501222, 0.0679632, 2, 2, 700, 700, 700, 700
0.463639, 0.031497, 30.1, 0.511451, -0.0118097, 2, 2, 700, 700, 700, 700
-0.197443, 0.108592, 30.2, 0.506989, -0.0972148, 2, 2, 700, 700, 700, 700
-0.299549, -0.13795, 30.3, 0.497261, 0.0376164, 2, 2, 700, 700, 700, 700
0.202588, 0.00836364, 30.4, 0.492552, 0.0334228, 2, 2, 700, 700, 700, 700
0.156223, 0.147959, 30.5, 0.486463, -0.125853, 2, 2, 700, 700, 700, 700
-0.0616497, -0.152152, 30.6, 0.48681, -0.039748, 2, 2, 700, 700, 700, 700
0.072269, 0.0287816, 30.7, 0.501234, -0.0683045, 2, 2, 700, 700, 700, 700
0.0758985, 0.33967, 30.8, 0.512067, -0.0246911, 2, 2, 700, 700, 700, 700
-0.162771, -0.19776, 30.9, 0.512731, -0.0167131, 2, 2, 700, 700, 700, 700
-0.0458847, -0.0298925, 31, 0.500538, -0.00575281, 2, 2, 700, 700, 700, 700
0.0820207, 0.256901, 31.1, 0.489324, -0.0548268, 2, 2, 700, 700, 700, 700
-0.0834799, -0.261985, 31.2, 0.477951, -0.0736161, 2, 2, 700, 700, 700, 700
0.0435569, -0.100423, 31.3, 0.482563, 0.0316786, 2, 2, 700, 700, 700, 700
0.0068396, 0.335219, 31.4, 0.493172, -0.0206751, 2, 2, 700, 700, 700, 700
-0.078216, -0.29961, 31.5, 0.493487, 0.0767339, 2, 2, 700, 700, 700, 700
-0.0477891, -0.0589949, 31.6, 0.501612, 0.00346606, 2, 2, 700, 700, 700, 700
0.038743, 0.282716, 31.7, 0.500721, -0.0544068, 2, 2, 700, 700, 700, 700
0.000746456, -0.0942648, 31.8, 0.498928, -0.0835436, 2, 2, 700, 700, 700, 700
-0.10204, 0.0730312, 31.9, 0.492458, 0.00689693, 2, 2, 700, 700, 700, 700
0.113775, 0.0786892, 32, 0.495877, -0.167707, 2, 2, 700, 700, 700, 700
0.1124, -0.120791, 32.1, 0.508568, 0.00975456, 2, 2, 700, 700, 700, 700
0.028713, -0.081481, 32.2, 0.509196, -0.0937227, 2, 2, 700, 700, 700, 700
0.405844, -0.00154326, 32.3, 0.500443, -0.0471105, 2, 2, 700, 700, 700, 700
2.14656, -0.22192, 32.4, 0.51262, -0.0496469, 2, 2, 700, 700, 700, 700
0.331882, 0.656467, 32.5, 0.521739, 0.0767188, 2, 2, 700, 700, 700, 700
