21.7654, -11.0588, 59, -0.572217, -0.105599, 5, 3, 1600, 800, 1600, 800
12.2008, -11.5796, 59.1, -0.571493, -0.0268146, 5, 3, 1600, 800, 1600, 800
21.426, -22.9158, 59.2, -0.569184, 0.0138777, 5, 3, 800, 1600, 800, 1600
10.8373, -26.0409, 59.3, -0.577928, 0.105242, 5, 3, 800, 1600, 800, 1600
5.66309, -30.4361, 59.4, -0.574451, 0.0830728, 5, 3, 800, 1600, 800, 1600
43.2579, -22.7307, 59.5, -0.578654, -0.00272941, 5, 3, 800, 1600, 800, 1600
36.8739, -18.1137, 59.6, -0.581012, -0.0368663, 5, 3, 800, 1600, 800, 1600
-11.8153, -8.07755, 59.7, -0.568711, 0.033581, 5, 3, 800, 1600, 800, 1600
-2.72504, -15.8876, 59.8, -0.58863, -0.0673694, 5, 3, 800, 1600, 800, 1600
-12.3132, -12.7034, 59.9, -0.599084, -0.165149, 5, 3, 800, 1600, 800, 1600
-26.248, -1.50145, 60, -0.586611, 0.0145739, 5, 3, 800, 1600, 800, 1600
-6.07386, 34.4792, 60.1, -0.593479, -0.0942929, 5, 3, 800, 1600, 800, 1600
1.83693, -11.3276, 60.2, -0.595988, -0.0323406, 5, 3, 800, 1600, 800, 1600
-4.8994, -11.2002, 60.3, -0.600364, 0.123045, 5, 3, 800, 1600, 800, 1600
11.8886, -6.7753, 60.4, -0.603207, -0.013833, 5, 3, 800, 800, 800, 800
14.076, -5.0269, 60.5, -0.594389, -0.0752505, 5, 3, 800, 800, 800, 800
10.3643, -4.38231, 60.6, -0.596391, 0.0796122, 5, 3, 800, 800, 800, 800
20.0514, 15.6632, 60.7, -0.619802, 0.100257, 5, 3, 800, 800, 800, 800
40.167, 12.3781, 60.8, -0.631156, -0.0192048, 5, 3, 800, 800, 800, 800
20.0411, 24.4705, 60.9, -0.610574, 0.0794326, 5, 3, 800, 800, 800, 800
1.17747, 13.5986, 61, -0.60154, -0.00775769, 5, 3, 800, 800, 800, 800
1.45893, 5.22339, 61.1, -0.589105, -0.0212206, 5, 3, 800, 800, 800, 800
-24.1925, 8.75778, 61.2, -0.594847, -0.092084, 5, 3, 800, 800, 800, 800
-9.05382, -3.13504, 61.3, -0.596748, -0.082318, 5, 3, 800, 800, 800, 800
9.90767, -0.659356, 61.4, -0.585656, 0.00355556, 5, 3, 800, 800, 800, 800
-4.19199, -1.96467, 61.5, -0.578857, 0.0238662, 5, 3, 800, 800, 800, 800
-1.26572, 0.391097, 61.6, -0.575297, 0.0509569, 5, 3, 800, 800, 800, 800
-3.10585, -0.247429, 61.7, -0.563432, 0.0395528, 5, 3, 800, 800, 800, 800
6.1277, -3.50379, 61.8, -0.56839, 0.0424109, 5, 3, 800, 800, 800, 800
-11.1363, -1.35163, 61.9, -0.573266, -0.121247, 5, 3, 800, 800, 800, 800
-14.8888, 5.89066, 62, -0.569582, -0.0675143, 5, 3, 800, 800, 800, 800
4.52332, 14.9113, 62.1, -0.569468, -0.0784294, 5, 3, 800, 800, 800, 800
-30.6396, 7.59494, 62.2, -0.57562, -0.00285759, 5, 3, 800, 800, 800, 800
14.4064, 19.6657, 62.3, -0.586898, 0.0739692, 5, 3, 1600, 800, 1600, 800
-48.2893, 29.7226, 62.4, -0.591703, -0.232547, 5, 3, 1600, 800, 1600, 800
-35.5788, 17.4857, 62.5, -0.581514, 0.0642936, 5, 3, 1600, 800, 1600, 800
-59.4625, 6.91323, 62.6, -0.59963, 0.0865359, 5, 3, 1600, 800, 1600, 800
1.96332, 14.6615, 62.7, -0.610395, 0.014324, 1, 3, 1600, 800, 1600, 800
5.67036, 11.0533, 62.8, -0.624252, -0.0168181, 2, 3, 1600, 800, 1600, 800
-12.2104, 13.5421, 62.9, -0.621322, -0.0561832, 2, 3, 1600, 800, 1600, 800
-10.5345, 11.6798, 63, -0.611493, -0.0100945, 2, 3, 1600, 800, 1600, 800
-8.76879, 14.305, 63.1, -0.61908, 0.0197865, 2, 3, 1600, 800, 1600, 800
-6.62345, 7.72004, 63.2, -0.594591, -0.0101683, 2, 3, 1600, 800, 1600, 800
-4.0973, 1.26977, 63.3, -0.595543, 0.0158965, 2, 3, 1600, 800, 1600, 800
-7.64114, -7.69153, 63.4, -0.585476, 0.0122578, 2, 3, 1600, 800, 1600, 800
-3.36989, -9.21114, 63.5, -0.599668, -0.0525882, 2, 3, 1600, 800, 1600, 800
0.572408, -6.73967, 63.6, -0.598007, 0.103703, 2, 3, 1600, 800, 1600, 800
-2.52671, -6.16465, 63.7, -0.604209, 0.169057, 2, 3, 1600, 800, 1600, 800
18.8912, -3.1466, 63.8, -0.603808, -0.105848, 2, 3, 1600, 800, 1600, 800
8.22797, -2.43158, 63.9, -0.598841, 0.00929022, 2, 3, 1600, 800, 1600, 800
20.2352, 5.56957, 64, -0.600977, 0.000676004, 2, 3, 1600, 800, 1600, 800
0.107058, 9.08656, 64.1, -0.594456, 0.154492, 2, 3, 1600, 800, 1600, 800
-0.724842, 2.41057, 64.2, -0.608048, -0.05991, 2, 3, 1600, 800, 1600, 800
2.07039, 6.25587, 64.3, -0.617984, 0.0190464, 2, 3, 1600, 800, 1600, 800
10.5062, 6.29292, 64.4, -0.614048, -0.0917448, 2, 3, 1600, 800, 1600, 800
9.17657, -13.2319, 64.5, -0.589538, -0.036049, 2, 3, 1600, 800, 1600, 800
10.5932, -19.3049, 64.6, -0.599138, -0.0106617, 2, 3, 1600, 800, 1600, 800
3.758, -18.2694, 64.7, -0.587655, 0.0286168, 2, 3, 1600, 800, 1600, 800
16.8153, -20.7218, 64.8, -0.596574, 0.0634498, 2, 3, 1600, 800, 1600, 800
